nodeID,xCoord,yCoord,isHealthcare,old_id
3485,21.213895,92.16951,False,3485
3488,21.213554,92.169507,False,3488
3491,21.17679,92.159794,False,3491
3493,21.176317,92.159461,False,3493
3497,21.176404,92.15897,False,3497
3501,21.175115,92.15888,False,3501
3504,21.177307,92.160005,False,3504
3512,21.176952,92.160663,False,3512
3516,21.177929,92.161466,False,3516
3520,21.177995,92.161316,False,3520
3525,21.178272,92.161253,False,3525
3528,21.178296,92.160457,False,3528
3529,21.178277,92.161067,False,3529
3532,21.187875,92.156836,False,3532
3536,21.187913,92.157172,False,3536
3540,21.187859,92.157308,False,3540
3544,21.187938,92.157443,False,3544
3548,21.187158,92.156414,False,3548
3549,21.18718,92.156212,False,3549
3557,21.187212,92.156472,False,3557
3566,21.187172,92.156529,False,3566
3569,21.187255,92.157262,False,3569
3576,21.18761,92.157138,False,3576
3588,21.187705,92.156613,False,3588
3593,21.187689,92.156774,False,3593
3596,21.187891,92.156655,False,3596
3597,21.187807,92.156812,False,3597
3602,21.207394,92.159265,False,3602
3607,21.207832,92.159592,False,3607
3608,21.208013,92.159644,False,3608
3612,21.208172,92.159614,False,3612
3613,21.208328,92.159531,False,3613
3621,21.207974,92.159836,False,3621
3625,21.208152,92.159845,False,3625
3629,21.208218,92.159836,False,3629
3631,21.208616,92.159755,False,3631
3641,21.177249,92.142533,False,3641
3644,21.177326,92.142292,False,3644
3645,21.177315,92.142325,False,3645
3647,21.211967,92.149606,False,3647
3661,21.189968,92.15217,False,3661
3665,21.190073,92.152145,False,3665
3676,21.190736,92.151832,False,3676
3679,21.189764,92.152672,False,3679
3683,21.189511,92.152539,False,3683
3689,21.188736,92.159209,False,3689
3692,21.188826,92.159286,False,3692
3697,21.189359,92.159528,False,3697
3700,21.189703,92.159562,False,3700
3705,21.189824,92.159616,False,3705
3708,21.189968,92.159907,False,3708
3709,21.189826,92.159736,False,3709
3712,21.190103,92.15997,False,3712
3715,21.188656,92.159451,False,3715
3717,21.199542,92.154926,False,3717
3724,21.19975,92.154951,False,3724
3725,21.200029,92.155396,False,3725
3728,21.200062,92.15554,False,3728
3729,21.190438,92.161298,False,3729
3732,21.189768,92.161122,False,3732
3735,21.202016,92.162344,False,3735
3737,21.201924,92.162308,False,3737
3741,21.201712,92.16225,False,3741
3753,21.201498,92.162141,False,3753
3757,21.201369,92.162038,False,3757
3764,21.211045,92.1476,False,3764
3769,21.210618,92.148483,False,3769
3777,21.202225,92.160811,False,3777
3789,21.202177,92.160513,False,3789
3792,21.202105,92.160277,False,3792
3813,21.196562,92.164854,False,3813
3817,21.196616,92.164801,False,3817
3821,21.197052,92.164823,False,3821
3829,21.197247,92.164889,False,3829
3834,21.197678,92.164806,False,3834
3837,21.197834,92.164749,False,3837
3842,21.197879,92.164731,False,3842
3844,21.19805,92.164659,False,3844
3845,21.19794,92.164703,False,3845
3848,21.196187,92.165052,False,3848
3853,21.195975,92.165011,False,3853
3854,21.194929,92.165378,False,3854
3857,21.196733,92.166202,False,3857
3861,21.196383,92.166279,False,3861
3868,21.195877,92.166686,False,3868
3877,21.195672,92.166893,False,3877
3880,21.1963,92.168866,False,3880
3884,21.196525,92.168391,False,3884
3891,21.202314,92.167009,False,3891
3896,21.202293,92.16728,False,3896
3899,21.202062,92.16762,False,3899
3901,21.200719,92.16736,False,3901
3904,21.201498,92.167905,False,3904
3905,21.200969,92.166996,False,3905
3909,21.207725,92.166234,False,3909
3913,21.207729,92.166243,False,3913
3917,21.207017,92.167002,False,3917
3922,21.207041,92.167061,False,3922
3929,21.207213,92.167654,False,3929
3933,21.20715,92.167452,False,3933
3935,21.207438,92.167326,False,3935
3937,21.206657,92.167615,False,3937
3945,21.206769,92.167733,False,3945
3948,21.206712,92.168018,False,3948
3949,21.20678,92.167828,False,3949
3953,21.206635,92.167265,False,3953
3956,21.206612,92.167409,False,3956
3961,21.206603,92.167539,False,3961
3964,21.206389,92.16794,False,3964
3965,21.206305,92.167953,False,3965
3972,21.206648,92.168618,False,3972
3976,21.206595,92.16861,False,3976
3988,21.206274,92.168572,False,3988
3993,21.205997,92.168613,False,3993
4008,21.205723,92.168716,False,4008
4013,21.205696,92.168928,False,4013
4016,21.205689,92.169288,False,4016
4020,21.205746,92.169469,False,4020
4032,21.205962,92.169997,False,4032
4037,21.210343,92.158122,False,4037
4040,21.209947,92.158313,False,4040
4052,21.209612,92.15854,False,4052
4057,21.20935,92.158747,False,4057
4060,21.209125,92.158853,False,4060
4061,21.20886,92.15853,False,4061
4081,21.181143,92.142608,False,4081
4101,21.182146,92.141198,False,4101
4116,21.183052,92.140923,False,4116
4120,21.183102,92.140918,False,4120
